,sentence,polarity
540,I had to use my friend's t-mobile phone to call in late.high priced plans.,2
541,One thing I hate is the mode set button at the side.,0
542,EXCELLENT SERVICE!!!!!!!!.,1
543,Thank you for wasting my money.,0
544,It doesn't do that.,2
545,Better than my old Plantronics.,2
546,I called them again for solution.,2
547,A Step Backward.,2
548,How can that be?The audio quality is poor.,0
549,The iGo chargers and tips are really great.,1
550,I've had to reinstall this software dozens of times.,2
551,The file browser offers all the options that one needs.Handsfree is great.,1
552,"But since the phone is so thin & the release tab is fairly strong, I can't get the phone off with one hand unless I struggle with it.",2
553,One thing I would recommend.,2
554,"I've read where some guys figured out a way, i just havent tried to rig it up yet.",2
555,good but not the best.,2
556,I handled it with care but it was time for battery change.,2
557,When I ordered these I expected something of much lower quality.,2
558,I sent them an e-mail back saying that although I would love a free Bluetooth headset I would prefer the product that I was looking for.,2
559,when shopping at Amazon for Iphone accessories on check out i was informed that a screen protector could not be posted to Australia?,2
560,I can't figure out why people are talking about bad reception.,2
561,None of this flimsy crap like the Sony Erricson's have.,2
562,Superb Phone on a Great Network.,1
563,"I connected my wife's bluetooth,(Motorola HS850) to my phone and it worked like a charm whether the phone was in my pocket or the case.",1
564,"I put the latest OS on it (v1.15g), and it now likes to slow to a crawl and lock up every once in a while.",0
565,I had an older model Samsung that worked much better and my new RAZR is even better!,2
566,It only recognizes the Phone as its storage device.,0
567,"If you like a loud buzzing to override all your conversations, then this phone is for you!",0
568,Don't buy this product.,0
569,"The phone will slide into the holster, but the phone clip on the holster does not secure or even touch the phone.",2
570,I've had this bluetoooth headset for some time now and still not comfortable with the way it fits on the ear.,0
571,The sound quality is good and functionality is awesome.,1
572,"I have this phone and it is a thorn in my side, I really abhor it.",0
573,"I've heard this is just an issue with hard drive based iPods.If your iPod uses a hard drive and you plan on long recording, don't bother with this.",2
574,"When I went to get a new phone a day before my contract expired, I of course wanted to keep my number.",2
575,"When I turn the volume up the highest it will go, it does not help.",2
576,I recently had problems where I could not stay connected for more than 10 minutes before being disconnected.,0
577,Incredible!.,1
578,Design Flaw?.,0
579,T-mobiles customer service is a nice change coming from Nextel!,2
580,I have had this phone for about ~1 year.,2
581,The earlpiece does not lay flat against my ear.,2
582,"I was wearing the headset on my left side, and holding the phone with my left hand - STATIC!!!!",2
583,Great phone!.,1
584,"Ah well, live and learn...",2
585,It is nice for backing up phone numbers and data in phone.,2
586,"I plugged the charger into the first phone that was waiting to be returned and the same thing happened, ""Not Charging"" msg appeared.",2
587,Waste of 13 bucks.,0
588,"But when I check voice mail at night, the keypad backlight turns off a few seconds into the first message, and then I'm lost.",0
589,"I like the fact that they do not interfere with glasses, but be careful not to drop them.",2
590,The replacement died in a few weeks.,0
591,Any ring tone..Overall good phone to buy..,1
592,car charger.,2
593,"Overall, I am very impressed with this and the service provided.",2
594,"My contract is up at this point; when this one dies, I'll be getting something else.",2
595,No better than the worn out battery I was replacing.,2
596,Sound quality was excellent but there were a few crackles.,2
597,Lately they have been extremely nice and helpful on the phone.,1
598,"Dissapointing, but not unusual for Motorola.. I have had this phone since August, 2005.",2
599,I have to buy a new Palm or organizer for me.,2
600,I have had problems wit hit dropping signal and more.,0
601,"Works fine with my USB cable and fits my travel phone, obviating the need to carry yet another charger.",2
602,Not impressed.,0
603,I have been searching for a few months with no luck.,2
604,You can't beat the price.,2
605,"Light weight, I hardly notice it is there.",1
606,You'll love how thin it is.,1
607,Bad Choice.,0
608,The pleather case doesn't fit.,0
609,This pretty much works as advertised.,2
610,I strongly advise against signing up through Amazon.,2
611,THIS PHONE IS A LEMON.,2
612,"useless phone, simply deaf.",0
613,"The detachable clip is a bit bulky, but you get used to it, and it does come off.",2
614,"The agreement between Motorola, iTunes and Cingular is to sell phones in the U.S.",2
615,"It has pretty good range, although it seems to be very defined.",2
616,"The color is even prettier than I thought it would be, and the graphics are incredibly sharp.",1
617,Functional and an Improvement.,2
618,"I can't upgrade to a new phone, that would use these because I'd have to buy an entire another unit, not just the tips-Why?",2
619,All in all I think it was a good investment.,1
620,It makes very strange ticking noises before it ends the call.,0
621,The best electronics of the available FM Transmitters.,1
622,The headset is loud when I pump up the handsfree volume on the phone and crank up the volume on the headset too.,2
623,Does not look like the picture.,2
624,"At first, I thought I was doing something wrong, but how can one mess up pushing the on button.",2
625,Phone Holder.,2
626,Manual very confusing to a new user.,2
627,Battery lasts only a few hours.,0
628,Which is it?,2
629,That problem has an easy solution - if the unit does not turn on or off on the first attempt - try again until it does.,2
630,"great headset, very impressed - H500.",1
631,"The ""1.2"" mega pixel camera, being a part of a phone, is reasonably good7.",1
632,"S105, E105, X475 and now the X495.",2
633,I've had this for nearly 2 years and it has worked great for me.,1
634,Good transmit audio.,1
635,"It's a series of ""hello-hello?",2
636,You can also download games and programs to make the phone more functional.,2
637,The constant exhortation to buy more (now!),2
638,"This item protected the phone great, but was bulky and caused some of the buttons not to function correctly on the phone.",2
639,I have owned two LG phones including the VX7000 and I had problems with both phones powering down for no reason.,2
640,"We're BlueAnt fans now, and I bought a lot of good will along with this gift.....",2
641,"I haven't tried it with a cell phone, but that's where the two modes are supposed to work simultaneously.",2
642,We are sending it back.,0
643,I did not bother contacting the company for few dollar product but I learned the lesson that I should not have bought this form online anyway.,0
